"","Incident.Number","CalendarYear","Month","IncDate","Call_Type","Problem","ResponseArea","Jurisdiction","PriorityDescription","Council_District","Location","Date","dateDay","month","day","season","Fire_Type"
"136",22002079,2022,"Jan","01/04/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-3605","AFD","3F","2","(-97.798897,30.174332)",2022-01-04,"01-04",1,4,"Winter","ELEC"
"137",22002091,2022,"Jan","01/04/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2002","AFD","3F","5","(-97.808271,30.203195)",2022-01-04,"01-04",1,4,"Winter","TRASH"
"138",22002124,2022,"Jan","01/04/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-2801","AFD","2F","7","(-97.685534,30.414012)",2022-01-04,"01-04",1,4,"Winter","AUTO"
"139",22002189,2022,"Jan","01/05/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2306","AFD","3F","4","(-97.693236,30.350606)",2022-01-05,"01-05",1,5,"Winter","TRASH"
"140",22002190,2022,"Jan","01/05/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2306","AFD","3F","4","(-97.693299,30.350506)",2022-01-05,"01-05",1,5,"Winter","TRASH"
"141",22002237,2022,"Jan","01/05/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-2403","AFD","3F","2","(-97.746493,30.176203)",2022-01-05,"01-05",1,5,"Winter","GRASS"
"142",22002242,2022,"Jan","01/05/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0503","AFD","3F","1","(-97.682628,30.285862)",2022-01-05,"01-05",1,5,"Winter","TRASH"
"143",22002327,2022,"Jan","01/05/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-1707","AFD","3F","3","(-97.760208,30.229650)",2022-01-05,"01-05",1,5,"Winter","GRASS"
"144",22002355,2022,"Jan","01/05/2022 12:00:00 AM","Fire","BOXL- Structure Fire","00-2404","AFD","1F","2","(-97.738214,30.158095)",2022-01-05,"01-05",1,5,"Winter","BOXL"
"145",22002394,2022,"Jan","01/05/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1404","AFD","3F","9","(-97.713805,30.300997)",2022-01-05,"01-05",1,5,"Winter","TRASH"
"146",22002422,2022,"Jan","01/05/2022 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-1706","AFD","1F","3","(-97.769329,30.239432)",2022-01-05,"01-05",1,5,"Winter","BOXS"
"147",22002441,2022,"Jan","01/05/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-4103","AFD","2F","1","(-97.624741,30.330370)",2022-01-05,"01-05",1,5,"Winter","AUTO"
"148",22002486,2022,"Jan","01/05/2022 12:00:00 AM","Fire","BOX -Structure Fire","00-2803","AFD","1F","7","(-97.697425,30.407034)",2022-01-05,"01-05",1,5,"Winter","BOX"
"149",22002498,2022,"Jan","01/05/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-4003","AFD","3F","1","(-97.651842,30.381602)",2022-01-05,"01-05",1,5,"Winter","TRASH"
"150",22002546,2022,"Jan","01/05/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0102","AFD","3F","9","(-97.748025,30.264373)",2022-01-05,"01-05",1,5,"Winter","TRASH"
"151",22002591,2022,"Jan","01/05/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1805","AFD","3F","-","(-97.692308,30.326066)",2022-01-05,"01-05",1,5,"Winter","TRASH"
"152",22002602,2022,"Jan","01/05/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1104","AFD","3F","8","(-97.772573,30.271525)",2022-01-05,"01-05",1,5,"Winter","TRASH"
"153",22002623,2022,"Jan","01/05/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-3501","AFD","3F","2","(-97.735288,30.214924)",2022-01-05,"01-05",1,5,"Winter","TRASH"
"154",22002625,2022,"Jan","01/05/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1803","AFD","3F","1","(-97.702626,30.318698)",2022-01-05,"01-05",1,5,"Winter","TRASH"
"155",22002626,2022,"Jan","01/05/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0401","AFD","3F","9","(-97.759246,30.272055)",2022-01-05,"01-05",1,5,"Winter","TRASH"
"156",22002640,2022,"Jan","01/05/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-4005","AFD","3F","7","(-97.665030,30.443362)",2022-01-05,"01-05",1,5,"Winter","GRASS"
"157",22002646,2022,"Jan","01/05/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1705","AFD","3F","5","(-97.788037,30.230386)",2022-01-05,"01-05",1,5,"Winter","TRASH"
"158",22002653,2022,"Jan","01/05/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0101","AFD","3F","9","(-97.739639,30.258003)",2022-01-05,"01-05",1,5,"Winter","TRASH"
"159",22002670,2022,"Jan","01/05/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0702","AFD","3F","3","(-97.720279,30.256648)",2022-01-05,"01-05",1,5,"Winter","TRASH"
"160",22002674,2022,"Jan","01/05/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-2201","AFD","3F","3","(-97.721471,30.229080)",2022-01-05,"01-05",1,5,"Winter","ELEC"
"161",22002680,2022,"Jan","01/05/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-2202","AFD","3F","3","(-97.729090,30.232698)",2022-01-05,"01-05",1,5,"Winter","ELEC"
"162",22002683,2022,"Jan","01/05/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2301","AFD","3F","1","(-97.677901,30.367272)",2022-01-05,"01-05",1,5,"Winter","TRASH"
"163",22002690,2022,"Jan","01/05/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-4001","AFD","2F","7","(-97.658744,30.418181)",2022-01-05,"01-05",1,5,"Winter","AUTO"
"164",22002707,2022,"Jan","01/06/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1404","AFD","3F","9","(-97.718315,30.296388)",2022-01-06,"01-06",1,6,"Winter","TRASH"
"165",22002732,2022,"Jan","01/06/2022 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-0101","AFD","3F","9","(-97.739170,30.267025)",2022-01-06,"01-06",1,6,"Winter","DUMP"
"166",22002821,2022,"Jan","01/06/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-1404","AFD","3F","9","(-97.718315,30.296388)",2022-01-06,"01-06",1,6,"Winter","GRASS"
"167",22002844,2022,"Jan","01/06/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-3604","AFD","3F","5","(-97.795899,30.162694)",2022-01-06,"01-06",1,6,"Winter","GRASS"
"168",22002878,2022,"Jan","01/06/2022 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-3606","AFD","1F","2","(-97.785565,30.194777)",2022-01-06,"01-06",1,6,"Winter","BOXS"
"169",22002882,2022,"Jan","01/06/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-2202","AFD","3F","3","(-97.713713,30.248780)",2022-01-06,"01-06",1,6,"Winter","GRASS"
"170",22002975,2022,"Jan","01/06/2022 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-2202","AFD","3F","3","(-97.730194,30.239088)",2022-01-06,"01-06",1,6,"Winter","DUMP"
"171",22002983,2022,"Jan","01/06/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-3504","AFD","2F","2","(-97.701276,30.212219)",2022-01-06,"01-06",1,6,"Winter","AUTO"
"172",22003001,2022,"Jan","01/06/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-2205","AFD","2F","3","(-97.691488,30.242553)",2022-01-06,"01-06",1,6,"Winter","AUTO"
"173",22003088,2022,"Jan","01/06/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0807","AFD","3F","7","(-97.735734,30.382482)",2022-01-06,"01-06",1,6,"Winter","TRASH"
"174",22003102,2022,"Jan","01/06/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-0201","AFD","3F","9","(-97.745520,30.286217)",2022-01-06,"01-06",1,6,"Winter","GRASS"
"175",22003106,2022,"Jan","01/06/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-2206","AFD","3F","3","(-97.707058,30.220202)",2022-01-06,"01-06",1,6,"Winter","GRASS"
"176",22003126,2022,"Jan","01/06/2022 12:00:00 AM","Fire","BOX -Structure Fire","00-1101","AFD","1F","5","(-97.769764,30.254056)",2022-01-06,"01-06",1,6,"Winter","BOX"
"177",22003147,2022,"Jan","01/06/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0101","AFD","3F","9","(-97.737187,30.266475)",2022-01-06,"01-06",1,6,"Winter","TRASH"
"178",22003158,2022,"Jan","01/06/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-2401","AFD","2F","2","(-97.731155,30.191283)",2022-01-06,"01-06",1,6,"Winter","AUTO"
"179",22003176,2022,"Jan","01/07/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-3809","AFD","3F","6","(-97.772415,30.454420)",2022-01-07,"01-07",1,7,"Winter","GRASS"
"180",22003183,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1707","AFD","3F","3","(-97.755821,30.219201)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"181",22003211,2022,"Jan","01/07/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-1804","AFD","3F","4","(-97.696457,30.326563)",2022-01-07,"01-07",1,7,"Winter","ELEC"
"182",22003215,2022,"Jan","01/07/2022 12:00:00 AM","Fire","BOX -Structure Fire","00-0801","AFD","1F","4","(-97.716434,30.370666)",2022-01-07,"01-07",1,7,"Winter","BOX"
"183",22003229,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1805","AFD","3F","4","(-97.691375,30.327378)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"184",22003238,2022,"Jan","01/07/2022 12:00:00 AM","Fire","BOX -Structure Fire","00-2001","AFD","1F","5","(-97.806641,30.209738)",2022-01-07,"01-07",1,7,"Winter","BOX"
"185",22003249,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-4403","AFD","3F","6","(-97.767712,30.437314)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"186",22003254,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1804","AFD","3F","-","(-97.692308,30.326066)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"187",22003281,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0603","AFD","3F","3","(-97.758109,30.241149)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"188",22003300,2022,"Jan","01/07/2022 12:00:00 AM","Fire","BOX -Structure Fire","00-1705","AFD","1F","5","(-97.792424,30.236289)",2022-01-07,"01-07",1,7,"Winter","BOX"
"189",22003313,2022,"Jan","01/07/2022 12:00:00 AM","Fire","BOX -Structure Fire","00-0501","AFD","1F","1","(-97.686171,30.276227)",2022-01-07,"01-07",1,7,"Winter","BOX"
"190",22003315,2022,"Jan","01/07/2022 12:00:00 AM","Fire","BOX -Structure Fire","00-0501","AFD","1F","1","(-97.686093,30.276351)",2022-01-07,"01-07",1,7,"Winter","BOX"
"191",22003325,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0805","AFD","3F","7","(-97.743361,30.361299)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"192",22003343,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-5106","AFD","3F","5","(-97.791865,30.231402)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"193",22003350,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2202","AFD","3F","3","(-97.713678,30.249012)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"194",22003353,2022,"Jan","01/07/2022 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-4002","AFD","1F","1","(-97.621895,30.392712)",2022-01-07,"01-07",1,7,"Winter","BOXS"
"195",22003362,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0102","AFD","3F","9","(-97.741454,30.267683)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"196",22003405,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2706","AFD","3F","8","(-97.864779,30.234061)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"197",22003472,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-3501","AFD","3F","2","(-97.733334,30.214883)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"198",22003510,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0102","AFD","3F","9","(-97.739677,30.266132)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"199",22003516,2022,"Jan","01/07/2022 12:00:00 AM","Fire","BBQ - Unsafe Cooking","00-3503","AFD","4F","3","(-97.726941,30.225513)",2022-01-07,"01-07",1,7,"Winter","BBQ"
"200",22003523,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1502","AFD","3F","3","(-97.685458,30.243862)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"201",22003543,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1402","AFD","3F","1","(-97.701826,30.285739)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"202",22003547,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1403","AFD","3F","1","(-97.703945,30.282572)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"203",22003591,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0101","AFD","3F","9","(-97.739258,30.267048)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"204",22003592,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1104","AFD","3F","9","(-97.754765,30.263624)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"205",22003601,2022,"Jan","01/07/2022 12:00:00 AM","Fire","BRSHL - Brush Alarm / Light","04-2605","AFD","2F","-","(-97.626480,30.265128)",2022-01-07,"01-07",1,7,"Winter","BRSHL"
"206",22003609,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1707","AFD","3F","3","(-97.753917,30.217655)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"207",22003619,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0807","AFD","3F","7","(-97.745498,30.400357)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"208",22003633,2022,"Jan","01/07/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-2404","AFD","3F","2","(-97.753961,30.152536)",2022-01-07,"01-07",1,7,"Winter","ELEC"
"209",22003641,2022,"Jan","01/07/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-1101","AFD","3F","5","(-97.773710,30.248166)",2022-01-07,"01-07",1,7,"Winter","ELEC"
"210",22003657,2022,"Jan","01/07/2022 12:00:00 AM","Fire","BOXL- Structure Fire","00-0101","AFD","1F","9","(-97.734616,30.266807)",2022-01-07,"01-07",1,7,"Winter","BOXL"
"211",22003662,2022,"Jan","01/07/2022 12:00:00 AM","Fire","BOXL- Structure Fire","00-0303","AFD","1F","9","(-97.741431,30.304425)",2022-01-07,"01-07",1,7,"Winter","BOXL"
"212",22003693,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0603","AFD","3F","3","(-97.758109,30.241149)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"213",22003724,2022,"Jan","01/07/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0301","AFD","3F","9","(-97.741012,30.293458)",2022-01-07,"01-07",1,7,"Winter","TRASH"
"214",22003742,2022,"Jan","01/08/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2205","AFD","3F","3","(-97.684235,30.232630)",2022-01-08,"01-08",1,8,"Winter","TRASH"
"215",22003748,2022,"Jan","01/08/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2806","AFD","3F","7","(-97.709676,30.410941)",2022-01-08,"01-08",1,8,"Winter","TRASH"
"216",22003768,2022,"Jan","01/08/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-2303","AFD","2F","1","(-97.659382,30.328269)",2022-01-08,"01-08",1,8,"Winter","AUTO"
"217",22003795,2022,"Jan","01/08/2022 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-5105","AFD","3F","8","(-97.801962,30.251819)",2022-01-08,"01-08",1,8,"Winter","DUMP"
"218",22003817,2022,"Jan","01/08/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","05-4605","AFD","3F","-","(-97.859473,30.172037)",2022-01-08,"01-08",1,8,"Winter","ELEC"
"219",22003828,2022,"Jan","01/08/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-2202","AFD","3F","3","(-97.724728,30.243852)",2022-01-08,"01-08",1,8,"Winter","ELEC"
"220",22003957,2022,"Jan","01/08/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-3106","AFD","3F","10","(-97.803615,30.334404)",2022-01-08,"01-08",1,8,"Winter","TRASH"
"221",22003975,2022,"Jan","01/08/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1708","AFD","3F","3","(-97.753457,30.214190)",2022-01-08,"01-08",1,8,"Winter","TRASH"
"222",22003987,2022,"Jan","01/08/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2202","AFD","3F","3","(-97.722066,30.244315)",2022-01-08,"01-08",1,8,"Winter","TRASH"
"223",22003995,2022,"Jan","01/08/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1805","AFD","3F","4","(-97.690853,30.328202)",2022-01-08,"01-08",1,8,"Winter","TRASH"
"224",22004048,2022,"Jan","01/08/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1403","AFD","3F","1","(-97.703945,30.282572)",2022-01-08,"01-08",1,8,"Winter","TRASH"
"225",22004054,2022,"Jan","01/08/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2104","AFD","3F","10","(-97.743138,30.368461)",2022-01-08,"01-08",1,8,"Winter","TRASH"
"226",22004082,2022,"Jan","01/08/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-0702","AFD","3F","3","(-97.720727,30.253678)",2022-01-08,"01-08",1,8,"Winter","ELEC"
"227",22004138,2022,"Jan","01/08/2022 12:00:00 AM","Fire","BBQ - Unsafe Cooking","00-2203","AFD","4F","3","(-97.717957,30.236397)",2022-01-08,"01-08",1,8,"Winter","BBQ"
"228",22004144,2022,"Jan","01/08/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-2503","AFD","2F","10","(-97.746598,30.394636)",2022-01-08,"01-08",1,8,"Winter","AUTO"
"229",22004149,2022,"Jan","01/08/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1104","AFD","3F","5","(-97.756768,30.263165)",2022-01-08,"01-08",1,8,"Winter","TRASH"
"230",22004234,2022,"Jan","01/08/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1104","AFD","3F","8","(-97.767273,30.266014)",2022-01-08,"01-08",1,8,"Winter","TRASH"
"231",22004324,2022,"Jan","01/09/2022 12:00:00 AM","Fire","BOX -Structure Fire","00-0604","AFD","1F","9","(-97.750933,30.256929)",2022-01-09,"01-09",1,9,"Winter","BOX"
"232",22004352,2022,"Jan","01/09/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1707","AFD","3F","3","(-97.758314,30.220509)",2022-01-09,"01-09",1,9,"Winter","TRASH"
"233",22004354,2022,"Jan","01/09/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0603","AFD","3F","-","(-97.759622,30.242111)",2022-01-09,"01-09",1,9,"Winter","TRASH"
"234",22004389,2022,"Jan","01/09/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1401","AFD","3F","9","(-97.710415,30.309183)",2022-01-09,"01-09",1,9,"Winter","TRASH"
"235",22004458,2022,"Jan","01/09/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-2202","AFD","3F","3","(-97.726494,30.229773)",2022-01-09,"01-09",1,9,"Winter","ELEC"
"236",22004487,2022,"Jan","01/09/2022 12:00:00 AM","Fire","BOXS - Still Box Alarm","04-4408","AFD","1F","6","(-97.744443,30.443084)",2022-01-09,"01-09",1,9,"Winter","BOXS"
"237",22004492,2022,"Jan","01/09/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-5106","AFD","3F","5","(-97.795332,30.232900)",2022-01-09,"01-09",1,9,"Winter","TRASH"
"238",22004544,2022,"Jan","01/09/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1705","AFD","3F","5","(-97.789697,30.238429)",2022-01-09,"01-09",1,9,"Winter","TRASH"
"239",22004564,2022,"Jan","01/09/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0102","AFD","3F","9","(-97.752251,30.265606)",2022-01-09,"01-09",1,9,"Winter","TRASH"
"240",22004598,2022,"Jan","01/09/2022 12:00:00 AM","Fire","BOXMID -MIDRISE Structure Fire","00-1602","AFD","1F","4","(-97.702218,30.336554)",2022-01-09,"01-09",1,9,"Winter","BOXMID"
"241",22004622,2022,"Jan","01/09/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1707","AFD","3F","3","(-97.763652,30.223322)",2022-01-09,"01-09",1,9,"Winter","TRASH"
"242",22004626,2022,"Jan","01/09/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2301","AFD","3F","1","(-97.672535,30.375426)",2022-01-09,"01-09",1,9,"Winter","TRASH"
"243",22004650,2022,"Jan","01/09/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0102","AFD","3F","9","(-97.738949,30.268007)",2022-01-09,"01-09",1,9,"Winter","TRASH"
"244",22004684,2022,"Jan","01/09/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1206","AFD","3F","10","(-97.754355,30.309507)",2022-01-09,"01-09",1,9,"Winter","TRASH"
"245",22004690,2022,"Jan","01/10/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2401","AFD","3F","2","(-97.746900,30.179672)",2022-01-10,"01-10",1,10,"Winter","TRASH"
"246",22004758,2022,"Jan","01/10/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-0301","AFD","3F","9","(-97.739077,30.289623)",2022-01-10,"01-10",1,10,"Winter","ELEC"
"247",22004763,2022,"Jan","01/10/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-1702","AFD","3F","3","(-97.778431,30.212947)",2022-01-10,"01-10",1,10,"Winter","GRASS"
"248",22004773,2022,"Jan","01/10/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-3606","AFD","3F","2","(-97.788907,30.195373)",2022-01-10,"01-10",1,10,"Winter","GRASS"
"249",22004787,2022,"Jan","01/10/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-3501","AFD","2F","2","(-97.720343,30.202188)",2022-01-10,"01-10",1,10,"Winter","AUTO"
"250",22004814,2022,"Jan","01/10/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-4901","AFD","3F","5","(-97.809402,30.107598)",2022-01-10,"01-10",1,10,"Winter","GRASS"
"251",22004815,2022,"Jan","01/10/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-3604","AFD","3F","5","(-97.787270,30.166306)",2022-01-10,"01-10",1,10,"Winter","TRASH"
"252",22004895,2022,"Jan","01/10/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-2304","AFD","3F","4","(-97.686319,30.348460)",2022-01-10,"01-10",1,10,"Winter","ELEC"
"253",22004906,2022,"Jan","01/10/2022 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-0303","AFD","1F","9","(-97.744954,30.300158)",2022-01-10,"01-10",1,10,"Winter","BOXS"
"254",22004939,2022,"Jan","01/10/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1901","AFD","3F","10","(-97.761831,30.335212)",2022-01-10,"01-10",1,10,"Winter","TRASH"
"255",22004982,2022,"Jan","01/10/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-2004","AFD","3F","5","(-97.790351,30.216641)",2022-01-10,"01-10",1,10,"Winter","GRASS"
"256",22004988,2022,"Jan","01/10/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1603","AFD","3F","4","(-97.710566,30.333356)",2022-01-10,"01-10",1,10,"Winter","TRASH"
"257",22005010,2022,"Jan","01/10/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-3604","AFD","3F","5","(-97.788224,30.164157)",2022-01-10,"01-10",1,10,"Winter","TRASH"
"258",22005054,2022,"Jan","01/10/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2903","AFD","3F","5","(-97.823807,30.173724)",2022-01-10,"01-10",1,10,"Winter","TRASH"
"259",22005057,2022,"Jan","01/10/2022 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-2005","AFD","1F","2","(-97.789763,30.197935)",2022-01-10,"01-10",1,10,"Winter","BOXS"
"260",22005064,2022,"Jan","01/10/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0603","AFD","3F","3","(-97.761276,30.239494)",2022-01-10,"01-10",1,10,"Winter","TRASH"
"261",22005099,2022,"Jan","01/10/2022 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-1905","AFD","1F","10","(-97.763346,30.329348)",2022-01-10,"01-10",1,10,"Winter","BOXS"
"262",22005109,2022,"Jan","01/10/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-3303","AFD","3F","10","(-97.772231,30.403946)",2022-01-10,"01-10",1,10,"Winter","GRASS"
"263",22005114,2022,"Jan","01/10/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1708","AFD","3F","3","(-97.757103,30.219020)",2022-01-10,"01-10",1,10,"Winter","TRASH"
"264",22005149,2022,"Jan","01/10/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1705","AFD","3F","5","(-97.791466,30.232048)",2022-01-10,"01-10",1,10,"Winter","TRASH"
